#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1921.60    0.182624    0.013947    0.068263    0.021739   0.0002528   0.0000000    0.186556    0.000000    0.010103    0.000000
   1921.65    0.185680    0.018317    0.022716    0.025399  -0.0002531   0.0000000    0.185131    0.000000    0.009638    0.000000
   1921.70    0.150841    0.022859   -0.039086    0.029573   0.0001376   0.0000000    0.185265    0.000000    0.009952    0.000000
   1921.75    0.127068    0.018249   -0.088498    0.021737   0.0001405   0.0000000    0.185650    0.000000    0.010662    0.000000
   1921.80    0.074696    0.020495   -0.075341    0.022374  -0.0001817   0.0000000    0.186899    0.000000    0.011141    0.000000
   1921.85    0.059254    0.025475   -0.071472    0.025349   0.0000463   0.0000000    0.190232    0.000000    0.011512    0.000000
   1921.90   -0.018784    0.025332    0.037761    0.037402   0.0001613   0.0000000    0.190905    0.000000    0.013095    0.000000
   1921.95   -0.016880    0.026171    0.008920    0.032515  -0.0001527   0.0000000    0.192094    0.000000    0.013764    0.000000
   1922.00   -0.027153    0.032745    0.021170    0.025480  -0.0001287   0.0000000    0.192358    0.000000    0.013877    0.000000
   1922.05   -0.104610    0.036206    0.005072    0.034408   0.0001762   0.0000000    0.192050    0.000000    0.013984    0.000000
   1922.10   -0.144672    0.026677    0.064023    0.028485  -0.0003018   0.0000000    0.191151    0.000000    0.012734    0.000000
   1922.15   -0.126584    0.023410    0.102103    0.028314   0.0000207   0.0000000    0.191387    0.000000    0.011977    0.000000
   1922.20   -0.122480    0.026740    0.178658    0.027530   0.0001660   0.0000000    0.192258    0.000000    0.011059    0.000000
   1922.25   -0.104101    0.024936    0.257040    0.034526  -0.0002548   0.0000000    0.192425    0.000000    0.009849    0.000000
   1922.30   -0.083244    0.023371    0.275114    0.024596   0.0001303   0.0000000    0.192325    0.000000    0.009132    0.000000
   1922.35   -0.057083    0.028576    0.275404    0.026960   0.0000621   0.0000000    0.192812    0.000000    0.009968    0.000000
   1922.40    0.023651    0.019403    0.285547    0.024002  -0.0001419   0.0000000    0.190754    0.000000    0.009266    0.000000
   1922.45    0.084184    0.016994    0.269079    0.023081   0.0000569   0.0000000    0.188902    0.000000    0.009490    0.000000
   1922.50    0.109837    0.018061    0.218760    0.022058   0.0001470   0.0000000    0.186123    0.000000    0.010203    0.000000
   1922.55    0.168218    0.017013    0.150716    0.024466  -0.0002347   0.0000000    0.181845    0.000000    0.010074    0.000000
   1922.60    0.218791    0.016421    0.129266    0.019414   0.0000285   0.0000000    0.180810    0.000000    0.009960    0.000000
   1922.65    0.207523    0.017545    0.094154    0.021973   0.0001219   0.0000000    0.178510    0.000000    0.010438    0.000000
   1922.70    0.218321    0.020084    0.038602    0.021379  -0.0003308   0.0000000    0.178042    0.000000    0.009900    0.000000
   1922.75    0.201675    0.023066   -0.000251    0.023166   0.0001988   0.0000000    0.179326    0.000000    0.010366    0.000000
   1922.80    0.170987    0.019928   -0.051209    0.019135   0.0000443   0.0000000    0.181068    0.000000    0.011622    0.000000
   1922.85    0.136126    0.025254   -0.025944    0.026379  -0.0001516   0.0000000    0.182588    0.000000    0.012217    0.000000
   1922.90    0.075084    0.025663   -0.031434    0.023947   0.0001632   0.0000000    0.184818    0.000000    0.012515    0.000000
   1922.95    0.006946    0.038471   -0.064955    0.042215   0.0000508   0.0000000    0.185729    0.000000    0.014273    0.000000
   1923.00   -0.041562    0.030161   -0.023695    0.034733  -0.0001384   0.0000000    0.185709    0.000000    0.014365    0.000000
   1923.05   -0.092664    0.025038   -0.040703    0.026606   0.0000128   0.0000000    0.185761    0.000000    0.014017    0.000000
   1923.10   -0.152926    0.030807   -0.000538    0.028025   0.0002021   0.0000000    0.185919    0.000000    0.013670    0.000000
   1923.15   -0.166635    0.029336    0.050803    0.027605  -0.0002623   0.0000000    0.185397    0.000000    0.012311    0.000000
   1923.20   -0.195166    0.020552    0.104073    0.021924   0.0001647   0.0000000    0.186244    0.000000    0.011266    0.000000
   1923.25   -0.177576    0.018512    0.173602    0.023103   0.0001101   0.0000000    0.187362    0.000000    0.010623    0.000000
   1923.30   -0.126539    0.020157    0.212084    0.025172  -0.0002718   0.0000000    0.186874    0.000000    0.009541    0.000000
   1923.35   -0.118339    0.020133    0.245389    0.025275   0.0003060   0.0000000    0.186254    0.000000    0.009228    0.000000
   1923.40   -0.097430    0.018618    0.288378    0.024899  -0.0001431   0.0000000    0.186288    0.000000    0.010343    0.000000
   1923.45   -0.016293    0.018641    0.303622    0.025728  -0.0001568   0.0000000    0.183504    0.000000    0.009863    0.000000
   1923.50    0.035400    0.014596    0.297682    0.020816   0.0001623   0.0000000    0.180941    0.000000    0.009988    0.000000
   1923.55    0.085140    0.017001    0.263041    0.022226  -0.0000509   0.0000000    0.178204    0.000000    0.010707    0.000000
   1923.60    0.165758    0.014984    0.336044    0.020811  -0.0001169   0.0000000    0.174129    0.000000    0.010593    0.000000
   1923.65    0.202604    0.017889    0.301184    0.022245   0.0001565   0.0000000    0.173887    0.000000    0.010299    0.000000
   1923.70    0.231175    0.018401    0.264637    0.023145   0.0000319   0.0000000    0.172750    0.000000    0.010852    0.000000
   1923.75    0.229432    0.023081    0.192133    0.021349  -0.0002109   0.0000000    0.173803    0.000000    0.010717    0.000000
   1923.80    0.178643    0.023841    0.101492    0.019282   0.0002936   0.0000000    0.175020    0.000000    0.011354    0.000000
   1923.85    0.181521    0.028022    0.098685    0.027214  -0.0000897   0.0000000    0.177573    0.000000    0.013022    0.000000
   1923.90    0.148284    0.024486    0.034079    0.023191  -0.0001275   0.0000000    0.178501    0.000000    0.013401    0.000000
   1923.95    0.095873    0.028782    0.006729    0.026740   0.0002664   0.0000000    0.179386    0.000000    0.013936    0.000000
   1924.00    0.033335    0.030701    0.013502    0.034077  -0.0001014   0.0000000    0.180239    0.000000    0.014925    0.000000
   1924.05   -0.014949    0.023294    0.002851    0.026068  -0.0000684   0.0000000    0.179835    0.000000    0.014679    0.000000
   1924.10   -0.033759    0.029026    0.031917    0.029085   0.0001457   0.0000000    0.180063    0.000000    0.013819    0.000000
   1924.15   -0.124348    0.034091    0.016136    0.028324   0.0000275   0.0000000    0.180360    0.000000    0.013146    0.000000
   1924.20   -0.110287    0.020996    0.090386    0.024389  -0.0001910   0.0000000    0.180711    0.000000    0.011990    0.000000
   1924.25   -0.132710    0.024127    0.137155    0.023959   0.0001485   0.0000000    0.181740    0.000000    0.011009    0.000000
   1924.30   -0.105753    0.016991    0.158311    0.019457  -0.0000155   0.0000000    0.182299    0.000000    0.010712    0.000000
   1924.35   -0.087557    0.025651    0.179981    0.029839  -0.0001954   0.0000000    0.181544    0.000000    0.009990    0.000000
   1924.40   -0.119645    0.024963    0.183043    0.035069   0.0002721   0.0000000    0.180067    0.000000    0.010342    0.000000
   1924.45   -0.079083    0.017286    0.200637    0.026751  -0.0001506   0.0000000    0.178487    0.000000    0.011128    0.000000
   1924.50   -0.039228    0.019547    0.236400    0.027212   0.0000063   0.0000000    0.175638    0.000000    0.010766    0.000000
   1924.55   -0.006603    0.014562    0.212080    0.016229   0.0002396   0.0000000    0.172860    0.000000    0.010874    0.000000
   1924.60    0.061231    0.016350    0.212586    0.017259  -0.0001179   0.0000000    0.170504    0.000000    0.011322    0.000000
   1924.65    0.084991    0.027183    0.229697    0.026879   0.0000743   0.0000000    0.168376    0.000000    0.011087    0.000000
   1924.70    0.090325    0.022357    0.204638    0.029239   0.0001530   0.0000000    0.168702    0.000000    0.011434    0.000000
   1924.75    0.093533    0.017096    0.167169    0.020809  -0.0000155   0.0000000    0.169290    0.000000    0.011989    0.000000
   1924.80    0.113429    0.019979    0.135347    0.021337  -0.0001819   0.0000000    0.171310    0.000000    0.012308    0.000000
   1924.85    0.061148    0.027915    0.129815    0.026162   0.0001752   0.0000000    0.172351    0.000000    0.013361    0.000000
   1924.90    0.092771    0.022630    0.099876    0.023141  -0.0001267   0.0000000    0.174345    0.000000    0.014848    0.000000
   1924.95    0.063236    0.025097    0.118997    0.026449  -0.0000599   0.0000000    0.175355    0.000000    0.014869    0.000000
   1925.00    0.042434    0.023763    0.041752    0.029190   0.0002880   0.0000000    0.175869    0.000000    0.015638    0.000000
   1925.05    0.024132    0.022608    0.071219    0.032969  -0.0002674   0.0000000    0.176032    0.000000    0.015391    0.000000
   1925.10   -0.011154    0.024341    0.061945    0.026701  -0.0000066   0.0000000    0.176108    0.000000    0.014835    0.000000
   1925.15   -0.056919    0.027218    0.017301    0.021903   0.0002304   0.0000000    0.176494    0.000000    0.013760    0.000000
   1925.20   -0.048849    0.026850    0.023177    0.023182  -0.0000543   0.0000000    0.176652    0.000000    0.013054    0.000000
   1925.25   -0.067715    0.025721    0.065580    0.026154   0.0000174   0.0000000    0.177625    0.000000    0.011944    0.000000
   1925.30   -0.063420    0.022103    0.126338    0.022814   0.0001013   0.0000000    0.178406    0.000000    0.011757    0.000000
   1925.35   -0.025213    0.038399    0.114359    0.030720  -0.0001106   0.0000000    0.177762    0.000000    0.011594    0.000000
   1925.40   -0.007988    0.024650    0.130026    0.026297  -0.0000041   0.0000000    0.176674    0.000000    0.011276    0.000000
   1925.45   -0.013074    0.018397    0.146868    0.020863   0.0002132   0.0000000    0.174429    0.000000    0.011833    0.000000
   1925.50   -0.000926    0.022090    0.137078    0.025041  -0.0003260   0.0000000    0.170749    0.000000    0.012150    0.000000
   1925.55    0.001433    0.017198    0.154157    0.021126  -0.0000262   0.0000000    0.168809    0.000000    0.011567    0.000000
   1925.60    0.040850    0.021258    0.148561    0.024818   0.0002840   0.0000000    0.166148    0.000000    0.011968    0.000000
   1925.65    0.056581    0.017783    0.120052    0.017896  -0.0001586   0.0000000    0.165063    0.000000    0.012176    0.000000
   1925.70    0.066536    0.022845    0.082854    0.023229   0.0000587   0.0000000    0.164574    0.000000    0.012024    0.000000
   1925.75    0.052345    0.031903    0.076198    0.029786   0.0000414   0.0000000    0.165483    0.000000    0.013349    0.000000
   1925.80    0.062036    0.021176    0.096902    0.025885  -0.0001161   0.0000000    0.167354    0.000000    0.013790    0.000000
   1925.85   -0.018150    0.034513    0.053434    0.032867   0.0000479   0.0000000    0.169372    0.000000    0.014467    0.000000
   1925.90    0.039874    0.024436    0.065448    0.026077  -0.0001630   0.0000000    0.170464    0.000000    0.015626    0.000000
   1925.95    0.055270    0.035600    0.074572    0.028631  -0.0002090   0.0000000    0.171064    0.000000    0.016670    0.000000
   1926.00   -0.085074    0.028133    0.005488    0.027325   0.0000390   0.0000000    0.172362    0.000000    0.016291    0.000000
   1926.05   -0.068904    0.030538    0.003629    0.031737   0.0003043   0.0000000    0.172702    0.000000    0.016621    0.000000
   1926.10    0.013855    0.039382    0.038836    0.033476  -0.0001328   0.0000000    0.172706    0.000000    0.015679    0.000000
   1926.15   -0.100363    0.029098    0.046255    0.023044   0.0001008   0.0000000    0.173589    0.000000    0.014784    0.000000
   1926.20   -0.142172    0.029397    0.064693    0.028888   0.0000582   0.0000000    0.174397    0.000000    0.013932    0.000000
   1926.25   -0.108565    0.017351    0.109831    0.020190  -0.0001808   0.0000000    0.174581    0.000000    0.013353    0.000000
   1926.30   -0.105618    0.026746    0.143572    0.023963   0.0001039   0.0000000    0.175276    0.000000    0.012472    0.000000
   1926.35   -0.102741    0.026520    0.163362    0.026604   0.0001603   0.0000000    0.175716    0.000000    0.012876    0.000000
   1926.40   -0.087061    0.024690    0.170269    0.022424  -0.0000952   0.0000000    0.173928    0.000000    0.012732    0.000000
   1926.45   -0.054542    0.026287    0.170710    0.025069  -0.0000518   0.0000000    0.172609    0.000000    0.012572    0.000000
   1926.50   -0.017108    0.018088    0.205373    0.018905   0.0000557   0.0000000    0.169803    0.000000    0.012947    0.000000
   1926.55   -0.008035    0.019562    0.173309    0.021160  -0.0002726   0.0000000    0.165542    0.000000    0.013327    0.000000
   1926.60    0.030056    0.027299    0.205867    0.024363   0.0000316   0.0000000    0.164631    0.000000    0.012556    0.000000
   1926.65    0.051936    0.023889    0.224458    0.025920   0.0002624   0.0000000    0.162569    0.000000    0.013202    0.000000
   1926.70    0.037426    0.020682    0.181475    0.026538  -0.0001839   0.0000000    0.162981    0.000000    0.013329    0.000000
   1926.75    0.055169    0.028372    0.142822    0.027281   0.0000744   0.0000000    0.163367    0.000000    0.013621    0.000000
   1926.80    0.035805    0.026240    0.144306    0.020342  -0.0000114   0.0000000    0.165153    0.000000    0.015321    0.000000
   1926.85    0.028581    0.040124    0.167030    0.035819   0.0000123   0.0000000    0.167230    0.000000    0.015715    0.000000
   1926.90    0.038962    0.044649    0.142216    0.036647   0.0001576   0.0000000    0.168974    0.000000    0.016517    0.000000
   1926.95    0.003246    0.033353    0.129227    0.032495   0.0002185   0.0000000    0.169738    0.000000    0.017369    0.000000
   1927.00    0.000120    0.031617    0.158478    0.028223  -0.0000373   0.0000000    0.169384    0.000000    0.017979    0.000000
   1927.05   -0.050565    0.031579    0.164784    0.025855   0.0000897   0.0000000    0.170779    0.000000    0.017094    0.000000
   1927.10    0.029197    0.027786    0.102202    0.029746   0.0001669   0.0000000    0.171029    0.000000    0.016794    0.000000
   1927.15    0.036867    0.031366    0.086926    0.032387  -0.0003712   0.0000000    0.171221    0.000000    0.015875    0.000000
   1927.20   -0.007399    0.023544    0.131801    0.024044  -0.0001812   0.0000000    0.172688    0.000000    0.014784    0.000000
   1927.25   -0.029638    0.021468    0.152459    0.024288  -0.0005470   0.0000000    0.173579    0.000000    0.014254    0.000000
   1927.30   -0.009608    0.022711    0.157689    0.024204  -0.0001482   0.0000000    0.173535    0.000000    0.013644    0.000000
   1927.35   -0.019770    0.026506    0.135036    0.030491   0.0002416   0.0000000    0.173608    0.000000    0.013042    0.000000
   1927.40    0.033153    0.024985    0.186014    0.021734  -0.0001422   0.0000000    0.173044    0.000000    0.013702    0.000000
   1927.45    0.018081    0.021724    0.169234    0.018747  -0.0001021   0.0000000    0.170244    0.000000    0.013598    0.000000
   1927.50    0.034774    0.018852    0.151416    0.020136   0.0001079   0.0000000    0.168467    0.000000    0.013340    0.000000
   1927.55    0.028601    0.019565    0.169266    0.020539   0.0000858   0.0000000    0.165203    0.000000    0.013713    0.000000
   1927.60    0.044035    0.017405    0.119820    0.021828  -0.0001547   0.0000000    0.161727    0.000000    0.014105    0.000000
   1927.65    0.051174    0.018748    0.103429    0.022659  -0.0000015   0.0000000    0.161634    0.000000    0.013576    0.000000
   1927.70    0.040946    0.021843    0.090945    0.020886   0.0000603   0.0000000    0.161049    0.000000    0.014086    0.000000
   1927.75    0.009033    0.017576    0.100843    0.018123  -0.0002248   0.0000000    0.162372    0.000000    0.014406    0.000000
   1927.80    0.026095    0.016498    0.081238    0.017246   0.0002378   0.0000000    0.163762    0.000000    0.015233    0.000000
   1927.85   -0.014647    0.025751    0.066830    0.028132  -0.0001279   0.0000000    0.165604    0.000000    0.016753    0.000000
   1927.90   -0.054830    0.023704    0.116319    0.024715  -0.0000306   0.0000000    0.167334    0.000000    0.017040    0.000000
   1927.95   -0.086777    0.035806    0.105330    0.028369   0.0003101   0.0000000    0.169052    0.000000    0.017594    0.000000
   1928.00   -0.055545    0.043321    0.134424    0.021631  -0.0000249   0.0000000    0.169445    0.000000    0.018145    0.000000
   1928.05   -0.092618    0.025107    0.117446    0.026257  -0.0000750   0.0000000    0.168954    0.000000    0.018131    0.000000
   1928.10   -0.098632    0.025343    0.135662    0.035427   0.0000294   0.0000000    0.170164    0.000000    0.017126    0.000000
   1928.15   -0.050884    0.025598    0.140305    0.024823   0.0000617   0.0000000    0.170256    0.000000    0.016497    0.000000
   1928.20   -0.066408    0.022336    0.173267    0.023559  -0.0003900   0.0000000    0.170809    0.000000    0.015624    0.000000
   1928.25   -0.078268    0.023811    0.133583    0.022491   0.0002766   0.0000000    0.172540    0.000000    0.014462    0.000000
   1928.30   -0.047217    0.026121    0.150224    0.029521   0.0000395   0.0000000    0.172772    0.000000    0.014236    0.000000
   1928.35   -0.042089    0.021398    0.201891    0.025220  -0.0002687   0.0000000    0.172520    0.000000    0.013541    0.000000
   1928.40   -0.026106    0.017243    0.225535    0.023096   0.0001358   0.0000000    0.171862    0.000000    0.013270    0.000000
   1928.45   -0.024264    0.017516    0.179007    0.024181  -0.0000620   0.0000000    0.169655    0.000000    0.014000    0.000000
   1928.50   -0.000436    0.017304    0.148446    0.024003  -0.0000696   0.0000000    0.166375    0.000000    0.013676    0.000000
   1928.55    0.012677    0.015234    0.177313    0.018791   0.0001315   0.0000000    0.164243    0.000000    0.013671    0.000000
   1928.60    0.050567    0.017645    0.149457    0.022832  -0.0000487   0.0000000    0.161600    0.000000    0.014015    0.000000
   1928.65    0.057751    0.018178    0.138050    0.021871  -0.0001829   0.0000000    0.159828    0.000000    0.014296    0.000000
   1928.70    0.042376    0.021535    0.123432    0.025082  -0.0000508   0.0000000    0.160454    0.000000    0.014617    0.000000
   1928.75   -0.011827    0.022972    0.144080    0.024993   0.0000025   0.0000000    0.161082    0.000000    0.014837    0.000000
   1928.80   -0.046989    0.026268    0.125762    0.022714  -0.0000106   0.0000000    0.163047    0.000000    0.015420    0.000000
   1928.85   -0.102363    0.047832    0.145995    0.034534   0.0002439   0.0000000    0.165143    0.000000    0.016391    0.000000
   1928.90   -0.046162    0.024897    0.151676    0.032180  -0.0000927   0.0000000    0.166288    0.000000    0.017567    0.000000
   1928.95   -0.059012    0.032164    0.210638    0.030092  -0.0000388   0.0000000    0.167812    0.000000    0.017501    0.000000
   1929.00   -0.088380    0.035668    0.202717    0.030148   0.0002310   0.0000000    0.169095    0.000000    0.018031    0.000000
   1929.05   -0.115065    0.034303    0.218402    0.032065   0.0000018   0.0000000    0.169150    0.000000    0.018155    0.000000
   1929.10   -0.032940    0.034603    0.243786    0.025632   0.0000663   0.0000000    0.168870    0.000000    0.017340    0.000000
   1929.15   -0.039627    0.028275    0.213641    0.025400   0.0000922   0.0000000    0.169947    0.000000    0.016562    0.000000
   1929.20   -0.042584    0.019706    0.187731    0.021934  -0.0000553   0.0000000    0.169915    0.000000    0.015744    0.000000
   1929.25   -0.006607    0.026247    0.238594    0.028066  -0.0000847   0.0000000    0.171084    0.000000    0.014859    0.000000
   1929.30    0.019979    0.027470    0.269647    0.030460   0.0001552   0.0000000    0.172477    0.000000    0.013880    0.000000
   1929.35    0.039146    0.028737    0.264873    0.027041  -0.0000752   0.0000000    0.171350    0.000000    0.014050    0.000000
   1929.40    0.078726    0.022032    0.226903    0.027836  -0.0000126   0.0000000    0.170695    0.000000    0.013289    0.000000
   1929.45    0.106291    0.017106    0.203710    0.025665   0.0002552   0.0000000    0.168915    0.000000    0.013503    0.000000
   1929.50    0.130473    0.017639    0.228079    0.023417  -0.0001439   0.0000000    0.165609    0.000000    0.013906    0.000000
   1929.55    0.140795    0.013681    0.173662    0.021282   0.0000421   0.0000000    0.162939    0.000000    0.013296    0.000000
   1929.60    0.110584    0.016251    0.124565    0.019507   0.0001623   0.0000000    0.161120    0.000000    0.013902    0.000000
   1929.65    0.139838    0.016650    0.095734    0.018366  -0.0002501   0.0000000    0.159819    0.000000    0.014081    0.000000
   1929.70    0.126304    0.032101    0.087433    0.027945  -0.0002493   0.0000000    0.159542    0.000000    0.014434    0.000000
   1929.75    0.053999    0.022099    0.043331    0.024681   0.0001511   0.0000000    0.160956    0.000000    0.015427    0.000000
   1929.80   -0.022466    0.022694    0.024803    0.020419  -0.0000085   0.0000000    0.162039    0.000000    0.015530    0.000000
   1929.85   -0.054928    0.028153    0.038345    0.025322  -0.0000746   0.0000000    0.164666    0.000000    0.016104    0.000000
   1929.90   -0.059846    0.022866    0.058326    0.022138   0.0001306   0.0000000    0.166902    0.000000    0.017095    0.000000
   1929.95   -0.078703    0.027912    0.089313    0.044039  -0.0000566   0.0000000    0.166929    0.000000    0.018098    0.000000
   1930.00   -0.144331    0.028793    0.090283    0.028410  -0.0000556   0.0000000    0.168182    0.000000    0.017597    0.000000
   1930.05   -0.150200    0.023010    0.145708    0.033555   0.0000482   0.0000000    0.168646    0.000000    0.017964    0.000000
   1930.10   -0.153268    0.027588    0.172957    0.025302  -0.0002744   0.0000000    0.168485    0.000000    0.017432    0.000000
   1930.15   -0.158176    0.024665    0.208178    0.022784   0.0002601   0.0000000    0.168739    0.000000    0.016110    0.000000
   1930.20   -0.124217    0.024117    0.236549    0.020216   0.0001003   0.0000000    0.170202    0.000000    0.015549    0.000000
   1930.25   -0.101198    0.021841    0.289509    0.021917  -0.0000292   0.0000000    0.169957    0.000000    0.014707    0.000000
   1930.30   -0.064623    0.022938    0.265357    0.024940   0.0000088   0.0000000    0.170894    0.000000    0.013852    0.000000
   1930.35   -0.039455    0.025306    0.272240    0.028646   0.0000618   0.0000000    0.171443    0.000000    0.013551    0.000000
   1930.40    0.034397    0.022725    0.307738    0.021989  -0.0000148   0.0000000    0.168902    0.000000    0.013819    0.000000
   1930.45    0.049941    0.019212    0.273251    0.024196  -0.0000381   0.0000000    0.167724    0.000000    0.013229    0.000000
   1930.50    0.120222    0.019044    0.243338    0.020843   0.0001790   0.0000000    0.164961    0.000000    0.013729    0.000000
   1930.55    0.155043    0.020416    0.223295    0.021115  -0.0002009   0.0000000    0.161338    0.000000    0.013602    0.000000
   1930.60    0.136636    0.017473    0.168257    0.021927   0.0001256   0.0000000    0.159850    0.000000    0.013170    0.000000
   1930.65    0.173391    0.018306    0.146328    0.025334   0.0001611   0.0000000    0.158634    0.000000    0.013860    0.000000
   1930.70    0.147253    0.019981    0.069978    0.026204  -0.0002485   0.0000000    0.158462    0.000000    0.013869    0.000000
   1930.75    0.118877    0.016307    0.064026    0.019503   0.0000664   0.0000000    0.159420    0.000000    0.014409    0.000000
   1930.80    0.057408    0.021262    0.056996    0.018424  -0.0000634   0.0000000    0.161747    0.000000    0.015705    0.000000
   1930.85    0.013130    0.032021    0.060274    0.036290  -0.0001077   0.0000000    0.162841    0.000000    0.015941    0.000000
   1930.90   -0.019952    0.024827    0.082399    0.027630   0.0000551   0.0000000    0.165644    0.000000    0.016475    0.000000
   1930.95   -0.121549    0.027828    0.054869    0.023677   0.0000711   0.0000000    0.167135    0.000000    0.017314    0.000000
   1931.00   -0.257402    0.051670    0.077636    0.026040   0.0001022   0.0000000    0.166501    0.000000    0.017707    0.000000
   1931.05   -0.218975    0.036497    0.114666    0.025815   0.0001460   0.0000000    0.167736    0.000000    0.017150    0.000000
   1931.10   -0.183566    0.032885    0.142259    0.029799  -0.0000818   0.0000000    0.167776    0.000000    0.016893    0.000000
   1931.15   -0.194936    0.033578    0.203077    0.026222  -0.0002443   0.0000000    0.168088    0.000000    0.015676    0.000000
   1931.20   -0.174714    0.024238    0.251145    0.025755   0.0001557   0.0000000    0.168896    0.000000    0.014504    0.000000
   1931.25   -0.163202    0.022961    0.276686    0.022103  -0.0000232   0.0000000    0.170414    0.000000    0.014210    0.000000
   1931.30   -0.148591    0.021088    0.301452    0.017517  -0.0001523   0.0000000    0.170217    0.000000    0.013054    0.000000
   1931.35   -0.083698    0.019211    0.337353    0.024525   0.0001248   0.0000000    0.170570    0.000000    0.012629    0.000000
   1931.40   -0.028241    0.019502    0.350333    0.019919  -0.0000168   0.0000000    0.169883    0.000000    0.013090    0.000000
   1931.45    0.032707    0.021518    0.350992    0.022031  -0.0001783   0.0000000    0.166658    0.000000    0.012868    0.000000
   1931.50    0.100379    0.021812    0.344376    0.023464   0.0000031   0.0000000    0.164994    0.000000    0.013096    0.000000
   1931.55    0.155094    0.016653    0.301283    0.019064   0.0000962   0.0000000    0.161253    0.000000    0.013319    0.000000
   1931.60    0.192008    0.018462    0.256075    0.019390  -0.0001652   0.0000000    0.158489    0.000000    0.012782    0.000000
   1931.65    0.201077    0.017429    0.224116    0.019762   0.0001769   0.0000000    0.158103    0.000000    0.012952    0.000000
   1931.70    0.206941    0.023599    0.153765    0.016588   0.0000197   0.0000000    0.157371    0.000000    0.013406    0.000000
   1931.75    0.165446    0.017629    0.109288    0.018134  -0.0001426   0.0000000    0.158469    0.000000    0.013263    0.000000
   1931.80    0.102342    0.018826    0.030774    0.017390   0.0001483   0.0000000    0.160292    0.000000    0.014352    0.000000
   1931.85   -0.000568    0.033341    0.020177    0.023348  -0.0000619   0.0000000    0.162535    0.000000    0.015591    0.000000
   1931.90   -0.026883    0.024159    0.022634    0.027287  -0.0000646   0.0000000    0.163309    0.000000    0.015758    0.000000
   1931.95   -0.031791    0.022777   -0.033901    0.025040   0.0001149   0.0000000    0.165570    0.000000    0.016616    0.000000
   1932.00   -0.071145    0.025174    0.047668    0.021446   0.0000268   0.0000000    0.165874    0.000000    0.016950    0.000000
   1932.05   -0.141325    0.019898    0.056041    0.022330  -0.0002444   0.0000000    0.165647    0.000000    0.016540    0.000000
   1932.10   -0.123719    0.028911    0.104634    0.024951   0.0001296   0.0000000    0.166700    0.000000    0.016291    0.000000
   1932.15   -0.200131    0.031531    0.142015    0.025569  -0.0000863   0.0000000    0.166224    0.000000    0.015602    0.000000
   1932.20   -0.167469    0.035947    0.182155    0.029528  -0.0000873   0.0000000    0.167637    0.000000    0.013856    0.000000
   1932.25   -0.186716    0.021712    0.224380    0.017990   0.0001924   0.0000000    0.168375    0.000000    0.013093    0.000000
   1932.30   -0.138037    0.023326    0.266080    0.018917  -0.0000557   0.0000000    0.169119    0.000000    0.013262    0.000000
   1932.35   -0.150493    0.026577    0.302192    0.023592  -0.0000191   0.0000000    0.168956    0.000000    0.011747    0.000000
   1932.40   -0.112853    0.022979    0.312146    0.022419   0.0002164   0.0000000    0.168072    0.000000    0.012348    0.000000
   1932.45   -0.047988    0.027428    0.337271    0.029063  -0.0001477   0.0000000    0.165821    0.000000    0.012858    0.000000
   1932.50   -0.022217    0.020331    0.318138    0.019964  -0.0000211   0.0000000    0.162396    0.000000    0.012129    0.000000
   1932.55    0.023475    0.017791    0.321470    0.018381   0.0001725   0.0000000    0.160773    0.000000    0.012917    0.000000
   1932.60    0.101548    0.019989    0.317575    0.018164  -0.0000866   0.0000000    0.157139    0.000000    0.012765    0.000000
   1932.65    0.124957    0.018383    0.294546    0.017648   0.0000666   0.0000000    0.156413    0.000000    0.012451    0.000000
   1932.70    0.113562    0.021647    0.248007    0.016103   0.0001795   0.0000000    0.156950    0.000000    0.012955    0.000000
   1932.75    0.150906    0.022048    0.196762    0.015849   0.0001029   0.0000000    0.156829    0.000000    0.013501    0.000000
   1932.80    0.136611    0.026824    0.194035    0.021429  -0.0002442   0.0000000    0.158981    0.000000    0.013269    0.000000
   1932.85    0.118088    0.027296    0.159051    0.018187   0.0003657   0.0000000    0.160932    0.000000    0.014682    0.000000
   1932.90    0.114770    0.031520    0.159008    0.019564  -0.0003218   0.0000000    0.162823    0.000000    0.015434    0.000000
   1932.95    0.077477    0.036167    0.079998    0.027432   0.0000325   0.0000000    0.163519    0.000000    0.015469    0.000000
   1933.00    0.011195    0.025365    0.079978    0.026628   0.0002053   0.0000000    0.164973    0.000000    0.016258    0.000000
   1933.05   -0.037760    0.032140    0.072923    0.025912  -0.0000454   0.0000000    0.164745    0.000000    0.016162    0.000000
   1933.10   -0.118609    0.024206    0.069843    0.023992  -0.0000274   0.0000000    0.164798    0.000000    0.015209    0.000000
   1933.15   -0.107713    0.026389    0.135453    0.021892   0.0000649   0.0000000    0.165702    0.000000    0.014772    0.000000
   1933.20   -0.126409    0.029188    0.122628    0.032165  -0.0000160   0.0000000    0.165159    0.000000    0.014073    0.000000
   1933.25   -0.162215    0.021834    0.188260    0.019425  -0.0000917   0.0000000    0.167006    0.000000    0.012302    0.000000
   1933.30   -0.168759    0.024251    0.201225    0.017766   0.0001668   0.0000000    0.167201    0.000000    0.011684    0.000000
