#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1966.90    0.121443    0.001000    0.210120    0.001000  -5.1598293   0.0001000    0.054439    0.002514    0.008494    0.001000
   1966.95    0.124926    0.001000    0.179743    0.001000  -5.2064008   0.0001000    0.055774    0.002514    0.008337    0.001000
   1967.00    0.099884    0.001000    0.165697    0.001000  -5.2490670   0.0001000    0.057331    0.002514    0.008716    0.001000
   1967.05    0.063233    0.001000    0.158006    0.001000  -5.2886348   0.0001000    0.056927    0.002514    0.009035    0.001000
   1967.10    0.037184    0.001000    0.152011    0.001000  -5.3321455   0.0001000    0.056968    0.002514    0.008256    0.001000
   1967.15    0.023843    0.001000    0.147007    0.001000  -5.3796356   0.0001000    0.058367    0.002514    0.006885    0.001000
   1967.20    0.014867    0.001000    0.139698    0.001000  -5.4287940   0.0001000    0.058890    0.002514    0.006829    0.001000
   1967.25    0.005279    0.001000    0.138532    0.001000  -5.4786871   0.0001000    0.059281    0.002514    0.004895    0.001000
   1967.30   -0.005124    0.001000    0.146920    0.001000  -5.5316540   0.0001000    0.060820    0.002514    0.004054    0.001000
   1967.35   -0.009748    0.001000    0.153983    0.001000  -5.5837606   0.0001000    0.059732    0.002514    0.004977    0.001000
   1967.40   -0.005766    0.001000    0.156673    0.001000  -5.6312372   0.0001000    0.058926    0.002514    0.004031    0.001000
   1967.45   -0.002270    0.001000    0.162391    0.001000  -5.6692381   0.0001000    0.057409    0.002514    0.004154    0.001000
   1967.50   -0.004830    0.001000    0.175389    0.001000  -5.7022270   0.0001000    0.053822    0.002514    0.005226    0.001000
   1967.55   -0.008808    0.001000    0.186401    0.001000  -5.7324128   0.0001000    0.051220    0.002514    0.004657    0.001000
   1967.60   -0.011346    0.001000    0.189758    0.001000  -5.7628855   0.0001000    0.049541    0.002514    0.004781    0.001000
   1967.65   -0.015407    0.001000    0.189087    0.001000  -5.7976722   0.0001000    0.047814    0.002514    0.005157    0.001000
   1967.70   -0.024647    0.001000    0.187952    0.001000  -5.8334961   0.0001000    0.047139    0.002514    0.004760    0.001000
   1967.75   -0.031563    0.001000    0.188883    0.001000  -5.8745303   0.0001000    0.049200    0.002514    0.005566    0.001000
   1967.80   -0.032540    0.001000    0.195250    0.001000  -5.9194414   0.0001000    0.050442    0.002514    0.006087    0.001000
   1967.85   -0.030499    0.001000    0.203517    0.001000  -5.9686271   0.0001000    0.051890    0.002514    0.006236    0.001000
   1967.90   -0.028349    0.001000    0.212332    0.001000  -6.0172981   0.0001000    0.055262    0.002514    0.007241    0.001000
   1967.95   -0.028981    0.001000    0.225906    0.001000  -6.0649653   0.0001000    0.054832    0.002514    0.008596    0.001000
   1968.00   -0.026959    0.001000    0.237250    0.001000  -6.1118500   0.0001000    0.055792    0.002514    0.008272    0.001000
   1968.05   -0.018440    0.001000    0.240982    0.001000  -6.1557485   0.0001000    0.056906    0.002514    0.008330    0.001000
   1968.10   -0.008036    0.001000    0.241684    0.001000  -6.2029591   0.0001000    0.055709    0.002514    0.008128    0.001000
   1968.15    0.007676    0.001000    0.239773    0.001000  -6.2521382   0.0001000    0.056886    0.002514    0.006985    0.001000
   1968.20    0.022549    0.001000    0.236394    0.001000  -6.2980260   0.0001000    0.058130    0.002514    0.005768    0.001000
   1968.25    0.031245    0.001000    0.234823    0.001000  -6.3451825   0.0001000    0.058680    0.002514    0.005289    0.001000
   1968.30    0.044705    0.001000    0.231763    0.001000  -6.4004431   0.0001000    0.059193    0.002514    0.003821    0.001000
   1968.35    0.056216    0.001000    0.222374    0.001000  -6.4511611   0.0001000    0.059966    0.002514    0.003450    0.001000
   1968.40    0.058086    0.001000    0.207968    0.001000  -6.4981588   0.0001000    0.058053    0.002514    0.004184    0.001000
   1968.45    0.060139    0.001000    0.191367    0.001000  -6.5426662   0.0001000    0.056181    0.002514    0.003899    0.001000
   1968.50    0.065524    0.001000    0.173409    0.001000  -6.5756229   0.0001000    0.053328    0.002514    0.004446    0.001000
   1968.55    0.064689    0.001000    0.158013    0.001000  -6.6081220   0.0001000    0.049480    0.002514    0.004565    0.001000
   1968.60    0.050989    0.001000    0.147425    0.001000  -6.6455051   0.0001000    0.047975    0.002514    0.004475    0.001000
   1968.65    0.029334    0.001000    0.140401    0.001000  -6.6874789   0.0001000    0.046688    0.002514    0.004644    0.001000
   1968.70    0.007750    0.001000    0.130759    0.001000  -6.7292991   0.0001000    0.045599    0.002514    0.004731    0.001000
   1968.75   -0.012445    0.001000    0.117203    0.001000  -6.7760935   0.0001000    0.047493    0.002514    0.004990    0.001000
   1968.80   -0.041873    0.001000    0.111360    0.001000  -6.8234923   0.0001000    0.049190    0.002514    0.005764    0.001000
   1968.85   -0.085781    0.001000    0.124946    0.001000  -6.8739315   0.0001000    0.050952    0.002514    0.006209    0.001000
   1968.90   -0.124714    0.001000    0.152247    0.001000  -6.9246283   0.0001000    0.052497    0.002514    0.006868    0.001000
   1968.95   -0.136790    0.001000    0.183387    0.001000  -6.9725877   0.0001000    0.055147    0.002514    0.007773    0.001000
   1969.00   -0.130193    0.001000    0.213621    0.001000  -7.0187875   0.0001000    0.054100    0.002514    0.007962    0.001000
   1969.05   -0.117758    0.001000    0.244222    0.001000  -7.0631862   0.0001000    0.054788    0.002514    0.007819    0.001000
   1969.10   -0.106536    0.001000    0.278661    0.001000  -7.1103141   0.0001000    0.055222    0.002514    0.007482    0.001000
   1969.15   -0.096190    0.001000    0.314046    0.001000  -7.1629719   0.0001000    0.054334    0.002514    0.006292    0.001000
   1969.20   -0.075255    0.001000    0.337314    0.001000  -7.2186220   0.0001000    0.056403    0.002514    0.005108    0.001000
   1969.25   -0.038962    0.001000    0.348650    0.001000  -7.2775595   0.0001000    0.057096    0.002514    0.004714    0.001000
   1969.30    0.003889    0.001000    0.355222    0.001000  -7.3358657   0.0001000    0.057465    0.002514    0.003732    0.001000
   1969.35    0.048456    0.001000    0.349971    0.001000  -7.3894520   0.0001000    0.057665    0.002514    0.003196    0.001000
   1969.40    0.089184    0.001000    0.326187    0.001000  -7.4395116   0.0001000    0.057098    0.002514    0.003484    0.001000
   1969.45    0.119162    0.001000    0.294901    0.001000  -7.4872898   0.0001000    0.054203    0.002514    0.003301    0.001000
   1969.50    0.136279    0.001000    0.262703    0.001000  -7.5237543   0.0001000    0.051935    0.002514    0.003812    0.001000
   1969.55    0.141416    0.001000    0.227223    0.001000  -7.5609962   0.0001000    0.048804    0.002514    0.004161    0.001000
   1969.60    0.136062    0.001000    0.187523    0.001000  -7.5968213   0.0001000    0.045652    0.002514    0.003457    0.001000
   1969.65    0.121841    0.001000    0.149416    0.001000  -7.6342592   0.0001000    0.045578    0.002514    0.003993    0.001000
   1969.70    0.096916    0.001000    0.118360    0.001000  -7.6818385   0.0001000    0.044748    0.002514    0.004354    0.001000
   1969.75    0.059910    0.001000    0.092740    0.001000  -7.7335448   0.0001000    0.044566    0.002514    0.004209    0.001000
   1969.80    0.020093    0.001000    0.072016    0.001000  -7.7872178   0.0001000    0.048119    0.002514    0.004743    0.001000
   1969.85   -0.016897    0.001000    0.063396    0.001000  -7.8402780   0.0001000    0.049503    0.002514    0.005881    0.001000
   1969.90   -0.061438    0.001000    0.066213    0.001000  -7.8927126   0.0001000    0.051184    0.002514    0.005911    0.001000
   1969.95   -0.115423    0.001000    0.081559    0.001000  -7.9463720   0.0001000    0.052366    0.002514    0.006921    0.001000
   1970.00   -0.167338    0.001000    0.119356    0.001000  -7.9962272   0.0001000    0.053890    0.002514    0.007519    0.001000
   1970.05   -0.200264    0.001000    0.172092    0.001000  -8.0502975   0.0001000    0.052598    0.002514    0.006622    0.001000
   1970.10   -0.201232    0.001000    0.226530    0.001000  -8.1034611   0.0001000    0.053127    0.002514    0.006220    0.001000
   1970.15   -0.179064    0.001000    0.281443    0.001000  -8.1597057   0.0001000    0.053634    0.002514    0.005613    0.001000
   1970.20   -0.157907    0.001000    0.329860    0.001000  -8.2157663   0.0001000    0.053579    0.002514    0.003832    0.001000
   1970.25   -0.134062    0.001000    0.365296    0.001000  -8.2758152   0.0001000    0.055412    0.002514    0.002815    0.001000
   1970.30   -0.093039    0.001000    0.386804    0.001000  -8.3360515   0.0001000    0.055553    0.002514    0.003306    0.001000
   1970.35   -0.041094    0.001000    0.398747    0.001000  -8.3918254   0.0001000    0.055411    0.002514    0.002144    0.001000
   1970.40    0.015098    0.001000    0.404083    0.001000  -8.4422400   0.0001000    0.054704    0.002514    0.002453    0.001000
   1970.45    0.074819    0.001000    0.396867    0.001000  -8.4880088   0.0001000    0.052714    0.002514    0.002863    0.001000
   1970.50    0.130338    0.001000    0.371122    0.001000  -8.5275372   0.0001000    0.049395    0.002514    0.002292    0.001000
   1970.55    0.172258    0.001000    0.326615    0.001000  -8.5649279   0.0001000    0.047210    0.002514    0.003041    0.001000
   1970.60    0.197528    0.001000    0.272935    0.001000  -8.5982494   0.0001000    0.044518    0.002514    0.003109    0.001000
   1970.65    0.206605    0.001000    0.217784    0.001000  -8.6347737   0.0001000    0.042481    0.002514    0.002435    0.001000
   1970.70    0.201837    0.001000    0.158062    0.001000  -8.6763345   0.0001000    0.043167    0.002514    0.003008    0.001000
   1970.75    0.179872    0.001000    0.097902    0.001000  -8.7235941   0.0001000    0.043701    0.002514    0.003739    0.001000
   1970.80    0.135239    0.001000    0.050410    0.001000  -8.7749776   0.0001000    0.044826    0.002514    0.003669    0.001000
   1970.85    0.074048    0.001000    0.024025    0.001000  -8.8319802   0.0001000    0.048123    0.002514    0.004257    0.001000
   1970.90    0.012435    0.001000    0.007001    0.001000  -8.8877966   0.0001000    0.049459    0.002514    0.005447    0.001000
   1970.95   -0.042783    0.001000   -0.000038    0.001000  -8.9385377   0.0001000    0.050902    0.002514    0.005446    0.001000
   1971.00   -0.093684    0.001000    0.017257    0.001000  -8.9863790   0.0001000    0.051474    0.002514    0.006085    0.001000
   1971.05   -0.143730    0.001000    0.057953    0.001000  -9.0366055   0.0001000    0.051966    0.002514    0.006066    0.001000
   1971.10   -0.191459    0.001000    0.110148    0.001000  -9.0833522   0.0001000    0.051250    0.002514    0.004923    0.001000
   1971.15   -0.227758    0.001000    0.166607    0.001000  -9.1280075   0.0001000    0.051927    0.002514    0.003964    0.001000
   1971.20   -0.239770    0.001000    0.228654    0.001000  -9.1803705   0.0001000    0.052870    0.002514    0.003205    0.001000
   1971.25   -0.226567    0.001000    0.293776    0.001000  -9.2397589   0.0001000    0.053439    0.002514    0.001373    0.001000
   1971.30   -0.205059    0.001000    0.347650    0.001000  -9.2971471   0.0001000    0.054445    0.002514    0.000700    0.001000
   1971.35   -0.177127    0.001000    0.390332    0.001000  -9.3547946   0.0001000    0.054200    0.002514    0.001200    0.001000
   1971.40   -0.126771    0.001000    0.430187    0.001000  -9.4127107   0.0001000    0.053640    0.002514    0.000755    0.001000
   1971.45   -0.052119    0.001000    0.458607    0.001000  -9.4626320   0.0001000    0.051293    0.002514    0.001303    0.001000
   1971.50    0.029557    0.001000    0.463451    0.001000  -9.5064579   0.0001000    0.048318    0.002514    0.001576    0.001000
   1971.55    0.102260    0.001000    0.442033    0.001000  -9.5504201   0.0001000    0.045002    0.002514    0.001283    0.001000
   1971.60    0.163319    0.001000    0.404842    0.001000  -9.5934803   0.0001000    0.042951    0.002514    0.001769    0.001000
   1971.65    0.209993    0.001000    0.359505    0.001000  -9.6391696   0.0001000    0.040994    0.002514    0.001850    0.001000
   1971.70    0.231583    0.001000    0.299863    0.001000  -9.6908216   0.0001000    0.040512    0.002514    0.001603    0.001000
   1971.75    0.228240    0.001000    0.228426    0.001000  -9.7457305   0.0001000    0.041710    0.002514    0.001995    0.001000
   1971.80    0.208981    0.001000    0.160901    0.001000  -9.8081350   0.0001000    0.043221    0.002514    0.002980    0.001000
   1971.85    0.180781    0.001000    0.107183    0.001000  -9.8732954   0.0001000    0.045110    0.002514    0.003440    0.001000
   1971.90    0.142890    0.001000    0.069290    0.001000  -9.9375619   0.0001000    0.047128    0.002514    0.003936    0.001000
   1971.95    0.091439    0.001000    0.039525    0.001000  -9.9940642   0.0001000    0.048241    0.002514    0.004707    0.001000
   1972.00    0.029581    0.001000    0.018474    0.001000 -10.0461986   0.0001000    0.049313    0.002514    0.004908    0.001000
   1972.05   -0.032541    0.001000    0.012100    0.001000 -10.1015970   0.0001000    0.049592    0.002514    0.004827    0.001000
   1972.10   -0.083954    0.001000    0.018269    0.001000 -10.1624971   0.0001000    0.049222    0.002514    0.004392    0.001000
   1972.15   -0.124780    0.001000    0.042862    0.001000 -10.2234889   0.0001000    0.049215    0.002514    0.002911    0.001000
   1972.20   -0.162969    0.001000    0.092695    0.001000 -10.2853116   0.0001000    0.050554    0.002514    0.001851    0.001000
   1972.25   -0.186223    0.001000    0.155099    0.001000 -10.3481794   0.0001000    0.051332    0.002514    0.000799    0.001000
   1972.30   -0.191423    0.001000    0.214715    0.001000 -10.4132933   0.0001000    0.051862    0.002514   -0.000492    0.001000
   1972.35   -0.179479    0.001000    0.264196    0.001000 -10.4760244   0.0001000    0.052472    0.002514   -0.000617    0.001000
   1972.40   -0.149790    0.001000    0.304227    0.001000 -10.5389110   0.0001000    0.050961    0.002514   -0.000427    0.001000
   1972.45   -0.104724    0.001000    0.340837    0.001000 -10.5934810   0.0001000    0.049555    0.002514   -0.000064    0.001000
   1972.50   -0.051512    0.001000    0.374349    0.001000 -10.6414488   0.0001000    0.046002    0.002514    0.000094    0.001000
   1972.55    0.005028    0.001000    0.398410    0.001000 -10.6862207   0.0001000    0.043079    0.002514    0.000461    0.001000
   1972.60    0.055644    0.001000    0.406957    0.001000 -10.7336232   0.0001000    0.040647    0.002514    0.000057    0.001000
   1972.65    0.090814    0.001000    0.397079    0.001000 -10.7798672   0.0001000    0.039407    0.002514    0.000515    0.001000
   1972.70    0.113773    0.001000    0.367139    0.001000 -10.8300372   0.0001000    0.038273    0.002514    0.000808    0.001000
   1972.75    0.134317    0.001000    0.326101    0.001000 -10.8890303   0.0001000    0.039530    0.002514    0.000924    0.001000
   1972.80    0.154594    0.001000    0.280710    0.001000 -10.9502173   0.0001000    0.041259    0.002514    0.001285    0.001000
   1972.85    0.162141    0.001000    0.237444    0.001000 -11.0076398   0.0001000    0.042831    0.002514    0.002213    0.001000
   1972.90    0.155241    0.001000    0.202104    0.001000 -11.0674826   0.0001000    0.044934    0.002514    0.002930    0.001000
   1972.95    0.142951    0.001000    0.165834    0.001000 -11.1285788   0.0001000    0.046508    0.002514    0.003438    0.001000
   1973.00    0.125456    0.001000    0.126105    0.001000 -11.1869550   0.0001000    0.047078    0.002514    0.003685    0.001000
   1973.05    0.096792    0.001000    0.096001    0.001000 -11.2459762   0.0001000    0.047487    0.002514    0.003565    0.001000
   1973.10    0.058604    0.001000    0.084824    0.001000 -11.3034241   0.0001000    0.047928    0.002514    0.003011    0.001000
   1973.15    0.021341    0.001000    0.086363    0.001000 -11.3656527   0.0001000    0.047055    0.002514    0.002154    0.001000
   1973.20   -0.017007    0.001000    0.093073    0.001000 -11.4261532   0.0001000    0.047820    0.002514    0.000245    0.001000
   1973.25   -0.054041    0.001000    0.109833    0.001000 -11.4932710   0.0001000    0.049465    0.002514   -0.000315    0.001000
   1973.30   -0.087470    0.001000    0.142349    0.001000 -11.5564889   0.0001000    0.049743    0.002514   -0.001438    0.001000
   1973.35   -0.110711    0.001000    0.176685    0.001000 -11.6180026   0.0001000    0.049746    0.002514   -0.001905    0.001000
   1973.40   -0.122793    0.001000    0.205670    0.001000 -11.6751510   0.0001000    0.049384    0.002514   -0.001710    0.001000
   1973.45   -0.120536    0.001000    0.234456    0.001000 -11.7285420   0.0001000    0.046310    0.002514   -0.001518    0.001000
   1973.50   -0.101495    0.001000    0.268000    0.001000 -11.7743911   0.0001000    0.044162    0.002514   -0.001124    0.001000
   1973.55   -0.074233    0.001000    0.301832    0.001000 -11.8182507   0.0001000    0.040389    0.002514   -0.001132    0.001000
   1973.60   -0.047079    0.001000    0.318872    0.001000 -11.8641045   0.0001000    0.038051    0.002514   -0.000801    0.001000
   1973.65   -0.018262    0.001000    0.323489    0.001000 -11.9110802   0.0001000    0.036698    0.002514   -0.001298    0.001000
   1973.70    0.013432    0.001000    0.329065    0.001000 -11.9619223   0.0001000    0.036259    0.002514   -0.000630    0.001000
   1973.75    0.044874    0.001000    0.327924    0.001000 -12.0158200   0.0001000    0.036250    0.002514   -0.000205    0.001000
   1973.80    0.068637    0.001000    0.311822    0.001000 -12.0725384   0.0001000    0.038670    0.002514    0.000172    0.001000
   1973.85    0.083130    0.001000    0.291755    0.001000 -12.1320062   0.0001000    0.040307    0.002514    0.000677    0.001000
   1973.90    0.094208    0.001000    0.276188    0.001000 -12.1937051   0.0001000    0.041697    0.002514    0.001703    0.001000
   1973.95    0.107415    0.001000    0.258536    0.001000 -12.2489718   0.0001000    0.043431    0.002514    0.002280    0.001000
   1974.00    0.113571    0.001000    0.230639    0.001000 -12.3007608   0.0001000    0.044089    0.002514    0.002810    0.001000
   1974.05    0.103138    0.001000    0.202666    0.001000 -12.3464405   0.0001000    0.043920    0.002514    0.002303    0.001000
   1974.10    0.087022    0.001000    0.181449    0.001000 -12.3943230   0.0001000    0.044043    0.002514    0.001594    0.001000
   1974.15    0.073799    0.001000    0.168515    0.001000 -12.4455623   0.0001000    0.045098    0.002514    0.000816    0.001000
   1974.20    0.053584    0.001000    0.165095    0.001000 -12.5006503   0.0001000    0.044908    0.002514   -0.000356    0.001000
   1974.25    0.035271    0.001000    0.176832    0.001000 -12.5567759   0.0001000    0.046149    0.002514   -0.002026    0.001000
   1974.30    0.025545    0.001000    0.185521    0.001000 -12.6134167   0.0001000    0.046869    0.002514   -0.002116    0.001000
   1974.35    0.012144    0.001000    0.182850    0.001000 -12.6758150   0.0001000    0.047087    0.002514   -0.002657    0.001000
   1974.40   -0.004190    0.001000    0.181145    0.001000 -12.7305157   0.0001000    0.046226    0.002514   -0.002561    0.001000
   1974.45   -0.007484    0.001000    0.186841    0.001000 -12.7771589   0.0001000    0.044433    0.002514   -0.002411    0.001000
   1974.50    0.003937    0.001000    0.198892    0.001000 -12.8158772   0.0001000    0.040651    0.002514   -0.002050    0.001000
   1974.55    0.008596    0.001000    0.207977    0.001000 -12.8525796   0.0001000    0.038507    0.002514   -0.001926    0.001000
   1974.60    0.008540    0.001000    0.207904    0.001000 -12.8892218   0.0001000    0.035254    0.002514   -0.001829    0.001000
   1974.65    0.008552    0.001000    0.208003    0.001000 -12.9321087   0.0001000    0.033624    0.002514   -0.001872    0.001000
   1974.70    0.008302    0.001000    0.208341    0.001000 -12.9755683   0.0001000    0.033144    0.002514   -0.002156    0.001000
   1974.75    0.000795    0.001000    0.219234    0.001000 -13.0249544   0.0001000    0.033499    0.002514   -0.001423    0.001000
   1974.80   -0.013251    0.001000    0.233972    0.001000 -13.0796661   0.0001000    0.034974    0.002514   -0.000619    0.001000
   1974.85   -0.024547    0.001000    0.244193    0.001000 -13.1338598   0.0001000    0.037354    0.002514   -0.000214    0.001000
   1974.90   -0.034402    0.001000    0.250985    0.001000 -13.1901504   0.0001000    0.038608    0.002514    0.000587    0.001000
   1974.95   -0.042424    0.001000    0.258078    0.001000 -13.2435674   0.0001000    0.039472    0.002514    0.001499    0.001000
   1975.00   -0.048710    0.001000    0.268876    0.001000 -13.2924536   0.0001000    0.040589    0.002514    0.001674    0.001000
   1975.05   -0.048882    0.001000    0.283793    0.001000 -13.3417706   0.0001000    0.040252    0.002514    0.001717    0.001000
   1975.10   -0.036123    0.001000    0.301882    0.001000 -13.3942703   0.0001000    0.039650    0.002514    0.000618    0.001000
   1975.15   -0.016039    0.001000    0.323908    0.001000 -13.4486151   0.0001000    0.040163    0.002514   -0.000427    0.001000
   1975.20    0.010295    0.001000    0.338564    0.001000 -13.4998786   0.0001000    0.041260    0.002514   -0.001378    0.001000
   1975.25    0.041724    0.001000    0.337197    0.001000 -13.5563736   0.0001000    0.041703    0.002514   -0.002407    0.001000
   1975.30    0.069087    0.001000    0.318710    0.001000 -13.6109694   0.0001000    0.042867    0.002514   -0.003469    0.001000
   1975.35    0.087346    0.001000    0.293916    0.001000 -13.6666524   0.0001000    0.042060    0.002514   -0.003347    0.001000
   1975.40    0.103751    0.001000    0.272244    0.001000 -13.7165609   0.0001000    0.041824    0.002514   -0.003108    0.001000
   1975.45    0.126361    0.001000    0.251696    0.001000 -13.7617687   0.0001000    0.039535    0.002514   -0.002924    0.001000
   1975.50    0.141628    0.001000    0.228473    0.001000 -13.8025331   0.0001000    0.036801    0.002514   -0.002900    0.001000
   1975.55    0.138680    0.001000    0.200594    0.001000 -13.8357383   0.0001000    0.032890    0.002514   -0.002728    0.001000
   1975.60    0.129940    0.001000    0.172125    0.001000 -13.8709531   0.0001000    0.031160    0.002514   -0.002743    0.001000
   1975.65    0.118910    0.001000    0.146535    0.001000 -13.9117251   0.0001000    0.028895    0.002514   -0.002665    0.001000
   1975.70    0.096268    0.001000    0.123823    0.001000 -13.9539866   0.0001000    0.028457    0.002514   -0.002741    0.001000
   1975.75    0.061238    0.001000    0.104897    0.001000 -14.0030824   0.0001000    0.029240    0.002514   -0.002482    0.001000
   1975.80    0.016219    0.001000    0.094568    0.001000 -14.0587229   0.0001000    0.030217    0.002514   -0.001613    0.001000
   1975.85   -0.034893    0.001000    0.100660    0.001000 -14.1152881   0.0001000    0.032291    0.002514   -0.000504    0.001000
   1975.90   -0.078370    0.001000    0.123003    0.001000 -14.1717832   0.0001000    0.034213    0.002514   -0.000180    0.001000
   1975.95   -0.116556    0.001000    0.155761    0.001000 -14.2238840   0.0001000    0.035073    0.002514    0.000643    0.001000
   1976.00   -0.142431    0.001000    0.194774    0.001000 -14.2741588   0.0001000    0.035286    0.002514    0.001008    0.001000
   1976.05   -0.153976    0.001000    0.240596    0.001000 -14.3232592   0.0001000    0.036131    0.002514    0.000863    0.001000
   1976.10   -0.154734    0.001000    0.286720    0.001000 -14.3780826   0.0001000    0.035020    0.002514    0.000139    0.001000
   1976.15   -0.142628    0.001000    0.327414    0.001000 -14.4300400   0.0001000    0.034774    0.002514   -0.000962    0.001000
   1976.20   -0.121818    0.001000    0.360787    0.001000 -14.4855550   0.0001000    0.036064    0.002514   -0.002058    0.001000
   1976.25   -0.092101    0.001000    0.391387    0.001000 -14.5465290   0.0001000    0.036506    0.002514   -0.003054    0.001000
   1976.30   -0.049016    0.001000    0.421359    0.001000 -14.6082923   0.0001000    0.037049    0.002514   -0.003723    0.001000
   1976.35   -0.000917    0.001000    0.435250    0.001000 -14.6676087   0.0001000    0.037684    0.002514   -0.003968    0.001000
   1976.40    0.049585    0.001000    0.426497    0.001000 -14.7256612   0.0001000    0.035300    0.002514   -0.003801    0.001000
   1976.45    0.104988    0.001000    0.402249    0.001000 -14.7745648   0.0001000    0.033811    0.002514   -0.003294    0.001000
   1976.50    0.157582    0.001000    0.370359    0.001000 -14.8154927   0.0001000    0.030583    0.002514   -0.003275    0.001000
   1976.55    0.202250    0.001000    0.333760    0.001000 -14.8583008   0.0001000    0.027503    0.002514   -0.003422    0.001000
   1976.60    0.232009    0.001000    0.293011    0.001000 -14.9018389   0.0001000    0.024632    0.002514   -0.003560    0.001000
   1976.65    0.239368    0.001000    0.242852    0.001000 -14.9435206   0.0001000    0.023647    0.002514   -0.003372    0.001000
   1976.70    0.224666    0.001000    0.190156    0.001000 -14.9940132   0.0001000    0.022449    0.002514   -0.003215    0.001000
   1976.75    0.198570    0.001000    0.145984    0.001000 -15.0534129   0.0001000    0.023380    0.002514   -0.002914    0.001000
   1976.80    0.166310    0.001000    0.114321    0.001000 -15.1139087   0.0001000    0.025206    0.002514   -0.002213    0.001000
   1976.85    0.122791    0.001000    0.091607    0.001000 -15.1744718   0.0001000    0.026212    0.002514   -0.001281    0.001000
   1976.90    0.067387    0.001000    0.078564    0.001000 -15.2295262   0.0001000    0.027962    0.002514   -0.000411    0.001000
   1976.95    0.001313    0.001000    0.073091    0.001000 -15.2840232   0.0001000    0.029441    0.002514   -0.000036    0.001000
   1977.00   -0.070239    0.001000    0.082599    0.001000 -15.3339194   0.0001000    0.029185    0.002514    0.000305    0.001000
   1977.05   -0.133830    0.001000    0.114931    0.001000 -15.3852355   0.0001000    0.028652    0.002514    0.000102    0.001000
   1977.10   -0.185585    0.001000    0.167173    0.001000 -15.4358399   0.0001000    0.029793    0.002514   -0.000448    0.001000
   1977.15   -0.222695    0.001000    0.232029    0.001000 -15.4848483   0.0001000    0.028434    0.002514   -0.001672    0.001000
   1977.20   -0.235778    0.001000    0.298984    0.001000 -15.5381695   0.0001000    0.029249    0.002514   -0.002587    0.001000
   1977.25   -0.219176    0.001000    0.361059    0.001000 -15.5981860   0.0001000    0.030733    0.002514   -0.003530    0.001000
   1977.30   -0.179711    0.001000    0.410606    0.001000 -15.6562818   0.0001000    0.030477    0.002514   -0.004111    0.001000
   1977.35   -0.132931    0.001000    0.449165    0.001000 -15.7167527   0.0001000    0.030348    0.002514   -0.004440    0.001000
   1977.40   -0.073855    0.001000    0.476592    0.001000 -15.7698475   0.0001000    0.030074    0.002514   -0.004293    0.001000
   1977.45    0.004735    0.001000    0.487940    0.001000 -15.8149975   0.0001000    0.026568    0.002514   -0.004173    0.001000
   1977.50    0.088168    0.001000    0.479759    0.001000 -15.8522360   0.0001000    0.024116    0.002514   -0.003829    0.001000
   1977.55    0.158358    0.001000    0.450730    0.001000 -15.8867463   0.0001000    0.021476    0.002514   -0.003949    0.001000
   1977.60    0.212632    0.001000    0.408439    0.001000 -15.9221242   0.0001000    0.018544    0.002514   -0.003962    0.001000
   1977.65    0.254395    0.001000    0.356396    0.001000 -15.9593494   0.0001000    0.016908    0.002514   -0.004221    0.001000
   1977.70    0.279380    0.001000    0.296472    0.001000 -16.0092011   0.0001000    0.016755    0.002514   -0.003763    0.001000
   1977.75    0.277341    0.001000    0.225488    0.001000 -16.0622914   0.0001000    0.016796    0.002514   -0.003249    0.001000
   1977.80    0.249363    0.001000    0.151616    0.001000 -16.1192316   0.0001000    0.018518    0.002514   -0.002753    0.001000
   1977.85    0.201575    0.001000    0.094879    0.001000 -16.1788123   0.0001000    0.021206    0.002514   -0.002045    0.001000
   1977.90    0.141427    0.001000    0.058580    0.001000 -16.2353502   0.0001000    0.021773    0.002514   -0.000998    0.001000
   1977.95    0.071953    0.001000    0.033183    0.001000 -16.2908875   0.0001000    0.022617    0.002514   -0.000391    0.001000
   1978.00    0.001604    0.001000    0.025172    0.001000 -16.3508041   0.0001000    0.023784    0.002514   -0.000221    0.001000
   1978.05   -0.066173    0.001000    0.040914    0.001000 -16.4069112   0.0001000    0.022497    0.002514   -0.000363    0.001000
   1978.10   -0.132869    0.001000    0.071449    0.001000 -16.4642958   0.0001000    0.021472    0.002514   -0.000951    0.001000
   1978.15   -0.184302    0.001000    0.110579    0.001000 -16.5300760   0.0001000    0.023314    0.002514   -0.001846    0.001000
   1978.20   -0.216682    0.001000    0.164823    0.001000 -16.5925355   0.0001000    0.022610    0.002514   -0.002815    0.001000
   1978.25   -0.226979    0.001000    0.233675    0.001000 -16.6547296   0.0001000    0.023552    0.002514   -0.003689    0.001000
   1978.30   -0.218023    0.001000    0.311386    0.001000 -16.7168691   0.0001000    0.024366    0.002514   -0.004289    0.001000
   1978.35   -0.198179    0.001000    0.376966    0.001000 -16.7746483   0.0001000    0.023584    0.002514   -0.004272    0.001000
   1978.40   -0.165236    0.001000    0.417549    0.001000 -16.8312993   0.0001000    0.022138    0.002514   -0.004189    0.001000
   1978.45   -0.109157    0.001000    0.447469    0.001000 -16.8795941   0.0001000    0.021377    0.002514   -0.004317    0.001000
